it_infinitive,en_infinitive,tense,1s,2s,3s,1p,2p,3p
TELEFONARE,TO CALL,PRESENTE CONGIUNTIVO,TELEFONI,TELEFONI,TELEFONI,TELEFONIAMO,TELEFONIATE,TELEFONINO
TELEFONARE,TO CALL,IMPERFETTO CONGIUNTIVO,TELEFONASSI,TELEFONASSI,TELEFONASSE,TELEFONASSIMO,TELEFONASTE,TELEFONASSERO
TELEFONARE,TO CALL,PASSATO CONGIUNTIVO,ABBIA TELEFONATO,ABBIA TELEFONATO,ABBIA TELEFONATO,ABBIAMO TELEFONATO,ABBIATE TELEFONATO,ABBIANO TELEFONATO
TELEFONARE,TO CALL,TRAPASSATO CONGIUNTIVO,AVESSI TELEFONATO,AVESSI TELEFONATO,AVESSE TELEFONATO,AVESSIMO TELEFONATO,AVESTE TELEFONATO,AVESSERO TELEFONATO
TELEFONARE,TO CALL,PRESENTE CONDIZIONALE,TELEFONEREI,TELEFONERESTI,TELEFONEREBBE,TELEFONEREMMO,TELEFONERESTE,TELEFONEREBBERO
TELEFONARE,TO CALL,PASSATO CONDIZIONALE,AVREI TELEFONATO,AVRESTI TELEFONATO,AVREBBE TELEFONATO,AVREMMO TELEFONATO,AVRESTE TELEFONATO,AVREBBERO TELEFONATO
TELEFONARE,TO CALL,IMPERATIVO,,TELEFONA,TELEFONI,TELEFONIAMO,TELEFONATE,TELEFONINO
CONTARE,TO COUNT,PRESENTE,CONTO,CONTI,CONTA,CONTIAMO,CONTATE,CONTANO
CONTARE,TO COUNT,IMPERFETTO,CONTAVO,CONTAVI,CONTAVA,CONTAVAMO,CONTAVATE,CONTAVANO
CONTARE,TO COUNT,PASSATO REMOTO,CONTAI,CONTASTI,CONTÒ,CONTAMMO,CONTASTE,CONTARONO
CONTARE,TO COUNT,FUTURO SEMPLICE,CONTERÒ,CONTERAI,CONTERÀ,CONTEREMO,CONTERETE,CONTERANNO
CONTARE,TO COUNT,PASSATO PROSSIMO,HO CONTATO,HAI CONTATO,HA CONTATO,ABBIAMO CONTATO,AVETE CONTATO,HANNO CONTATO
CONTARE,TO COUNT,TRAPASSATO PROSSIMO,AVEVO CONTATO,AVEVI CONTATO,AVEVA CONTATO,AVEVAMO CONTATO,AVEVATE CONTATO,AVEVANO CONTATO
CONTARE,TO COUNT,TRAPASSATO REMOTO,EBBI CONTATO,AVESTI CONTATO,EBBE CONTATO,AVEMMO CONTATO,AVESTE CONTATO,EBBERO CONTATO
CONTARE,TO COUNT,FUTURO ANTERIORE,AVRÒ CONTATO,AVRAI CONTATO,AVRÀ CONTATO,AVREMO CONTATO,AVRETE CONTATO,AVRANNO CONTATO
CONTARE,TO COUNT,PRESENTE CONGIUNTIVO,CONTI,CONTI,CONTI,CONTIAMO,CONTIATE,CONTINO
CONTARE,TO COUNT,IMPERFETTO CONGIUNTIVO,CONTASSI,CONTASSI,CONTASSE,CONTASSIMO,CONTASTE,CONTASSERO
CONTARE,TO COUNT,PASSATO CONGIUNTIVO,ABBIA CONTATO,ABBIA CONTATO,ABBIA CONTATO,ABBIAMO CONTATO,ABBIATE CONTATO,ABBIANO CONTATO
CONTARE,TO COUNT,TRAPASSATO CONGIUNTIVO,AVESSI CONTATO,AVESSI CONTATO,AVESSE CONTATO,AVESSIMO CONTATO,AVESTE CONTATO,AVESSERO CONTATO
CONTARE,TO COUNT,PRESENTE CONDIZIONALE,CONTEREI,CONTERESTI,CONTEREBBE,CONTEREMMO,CONTERESTE,CONTEREBBERO
CONTARE,TO COUNT,PASSATO CONDIZIONALE,AVREI CONTATO,AVRESTI CONTATO,AVREBBE CONTATO,AVREMMO CONTATO,AVRESTE CONTATO,AVREBBERO CONTATO
CONTARE,TO COUNT,IMPERATIVO,,CONTA,CONTI,CONTIAMO,CONTATE,CONTINO
FONDARE,TO FOUND,PRESENTE,FONDO,FONDI,FONDA,FONDIAMO,FONDATE,FONDANO
FONDARE,TO FOUND,IMPERFETTO,FONDAVO,FONDAVI,FONDAVA,FONDAVAMO,FONDAVATE,FONDAVANO
FONDARE,TO FOUND,PASSATO REMOTO,FONDAI,FONDASTI,FONDÒ,FONDAMMO,FONDASTE,FONDARONO
FONDARE,TO FOUND,FUTURO SEMPLICE,FONDERÒ,FONDERAI,FONDERÀ,FONDEREMO,FONDERETE,FONDERANNO
FONDARE,TO FOUND,PASSATO PROSSIMO,HO FONDATO,HAI FONDATO,HA FONDATO,ABBIAMO FONDATO,AVETE FONDATO,HANNO FONDATO
FONDARE,TO FOUND,TRAPASSATO PROSSIMO,AVEVO FONDATO,AVEVI FONDATO,AVEVA FONDATO,AVEVAMO FONDATO,AVEVATE FONDATO,AVEVANO FONDATO
FONDARE,TO FOUND,TRAPASSATO REMOTO,EBBI FONDATO,AVESTI FONDATO,EBBE FONDATO,AVEMMO FONDATO,AVESTE FONDATO,EBBERO FONDATO
FONDARE,TO FOUND,FUTURO ANTERIORE,AVRÒ FONDATO,AVRAI FONDATO,AVRÀ FONDATO,AVREMO FONDATO,AVRETE FONDATO,AVRANNO FONDATO
FONDARE,TO FOUND,PRESENTE CONGIUNTIVO,FONDI,FONDI,FONDI,FONDIAMO,FONDIATE,FONDINO
FONDARE,TO FOUND,IMPERFETTO CONGIUNTIVO,FONDASSI,FONDASSI,FONDASSE,FONDASSIMO,FONDASTE,FONDASSERO
FONDARE,TO FOUND,PASSATO CONGIUNTIVO,ABBIA FONDATO,ABBIA FONDATO,ABBIA FONDATO,ABBIAMO FONDATO,ABBIATE FONDATO,ABBIANO FONDATO
FONDARE,TO FOUND,TRAPASSATO CONGIUNTIVO,AVESSI FONDATO,AVESSI FONDATO,AVESSE FONDATO,AVESSIMO FONDATO,AVESTE FONDATO,AVESSERO FONDATO
FONDARE,TO FOUND,PRESENTE CONDIZIONALE,FONDEREI,FONDERESTI,FONDEREBBE,FONDEREMMO,FONDERESTE,FONDEREBBERO
FONDARE,TO FOUND,PASSATO CONDIZIONALE,AVREI FONDATO,AVRESTI FONDATO,AVREBBE FONDATO,AVREMMO FONDATO,AVRESTE FONDATO,AVREBBERO FONDATO
FONDARE,TO FOUND,IMPERATIVO,,FONDA,FONDI,FONDIAMO,FONDATE,FONDINO
DOVERE,"TO MUST, TO OWE",PRESENTE,DEVO,DEVI,DEVE,DOBBIAMO,DOVETE,"DEVONO, DEBBONO"
DOVERE,"TO MUST, TO OWE",IMPERFETTO,DOVEVO,DOVEVI,DOVEVA,DOVEVAMO,DOVEVATE,DOVEVANO
DOVERE,"TO MUST, TO OWE",PASSATO REMOTO,"DOVETTI, DOVEI",DOVESTI,"DOVETTE, DOVÉ",DOVEMMO,DOVESTE,"DOVETTERO, DOVERONO"
DOVERE,"TO MUST, TO OWE",FUTURO SEMPLICE,DOVRÒ,DOVRAI,DOVRÀ,DOVREMO,DOVRETE,DOVRANNO
DOVERE,"TO MUST, TO OWE",PASSATO PROSSIMO,HO DOVUTO,HAI DOVUTO,HA DOVUTO,ABBIAMO DOVUTO,AVETE DOVUTO,HANNO DOVUTO
DOVERE,"TO MUST, TO OWE",TRAPASSATO PROSSIMO,AVEVO DOVUTO,AVEVI DOVUTO,AVEVA DOVUTO,AVEVAMO DOVUTO,AVEVATE DOVUTO,AVEVANO DOVUTO
DOVERE,"TO MUST, TO OWE",TRAPASSATO REMOTO,EBBI DOVUTO,AVESTI DOVUTO,EBBE DOVUTO,AVEMMO DOVUTO,AVESTE DOVUTO,EBBERO DOVUTO
DOVERE,"TO MUST, TO OWE",FUTURO ANTERIORE,AVRÒ DOVUTO,AVRAI DOVUTO,AVRÀ DOVUTO,AVREMO DOVUTO,AVRETE DOVUTO,AVRANNO DOVUTO
DOVERE,"TO MUST, TO OWE",PRESENTE CONGIUNTIVO,"DEVA, DEBBA","DEVA, DEBBA","DEVA, DEBBA",DOBBIAMO,DOBBIATE,"DEVANO, DEBBANO"
DOVERE,"TO MUST, TO OWE",IMPERFETTO CONGIUNTIVO,DOVESSI,DOVESSI,DOVESSE,DOVESSIMO,DOVESTE,DOVESSERO
DOVERE,"TO MUST, TO OWE",PASSATO CONGIUNTIVO,ABBIA DOVUTO,ABBIA DOVUTO,ABBIA DOVUTO,ABBIAMO DOVUTO,ABBIATE DOVUTO,ABBIANO DOVUTO
DOVERE,"TO MUST, TO OWE",TRAPASSATO CONGIUNTIVO,AVESSI DOVUTO,AVESSI DOVUTO,AVESSE DOVUTO,AVESSIMO DOVUTO,AVESTE DOVUTO,AVESSERO DOVUTO
DOVERE,"TO MUST, TO OWE",PRESENTE CONDIZIONALE,DOVREI,DOVRESTI,DOVREBBE,DOVREMMO,DOVRESTE,DOVREBBERO
DOVERE,"TO MUST, TO OWE",PASSATO CONDIZIONALE,AVREI DOVUTO,AVRESTI DOVUTO,AVREBBE DOVUTO,AVREMMO DOVUTO,AVRESTE DOVUTO,AVREBBERO DOVUTO
DOVERE,"TO MUST, TO OWE",IMPERATIVO,,—,—,—,—,—
DIMENTICARE,TO FORGET,PRESENTE,DIMENTICO,DIMENTICHI,DIMENTICA,DIMENTICHIAMO,DIMENTICATE,DIMENTICANO
DIMENTICARE,TO FORGET,IMPERFETTO,DIMENTICAVO,DIMENTICAVI,DIMENTICAVA,DIMENTICAVAMO,DIMENTICAVATE,DIMENTICAVANO
DIMENTICARE,TO FORGET,PASSATO REMOTO,DIMENTICAI,DIMENTICASTI,DIMENTICÒ,DIMENTICAMMO,DIMENTICASTE,DIMENTICARONO
DIMENTICARE,TO FORGET,FUTURO SEMPLICE,DIMENTICHERÒ,DIMENTICHERAI,DIMENTICHERÀ,DIMENTICHEREMO,DIMENTICHERETE,DIMENTICHERANNO
DIMENTICARE,TO FORGET,PASSATO PROSSIMO,HO DIMENTICATO,HAI DIMENTICATO,HA DIMENTICATO,ABBIAMO DIMENTICATO,AVETE DIMENTICATO,HANNO DIMENTICATO
DIMENTICARE,TO FORGET,TRAPASSATO PROSSIMO,AVEVO DIMENTICATO,AVEVI DIMENTICATO,AVEVA DIMENTICATO,AVEVAMO DIMENTICATO,AVEVATE DIMENTICATO,AVEVANO DIMENTICATO
DIMENTICARE,TO FORGET,TRAPASSATO REMOTO,EBBI DIMENTICATO,AVESTI DIMENTICATO,EBBE DIMENTICATO,AVEMMO DIMENTICATO,AVESTE DIMENTICATO,EBBERO DIMENTICATO
DIMENTICARE,TO FORGET,FUTURO ANTERIORE,AVRÒ DIMENTICATO,AVRAI DIMENTICATO,AVRÀ DIMENTICATO,AVREMO DIMENTICATO,AVRETE DIMENTICATO,AVRANNO DIMENTICATO
DIMENTICARE,TO FORGET,PRESENTE CONGIUNTIVO,DIMENTICHI,DIMENTICHI,DIMENTICHI,DIMENTICHIAMO,DIMENTICHIATE,DIMENTICHINO
DIMENTICARE,TO FORGET,IMPERFETTO CONGIUNTIVO,DIMENTICASSI,DIMENTICASSI,DIMENTICASSE,DIMENTICASSIMO,DIMENTICASTE,DIMENTICASSERO
DIMENTICARE,TO FORGET,PASSATO CONGIUNTIVO,ABBIA DIMENTICATO,ABBIA DIMENTICATO,ABBIA DIMENTICATO,ABBIAMO DIMENTICATO,ABBIATE DIMENTICATO,ABBIANO DIMENTICATO
